model_version,model_type,dataset,MAE,RMSE,WAPE,R2,n_rows,target_sum,target_mean,zero_ratio,feature_count
lgbm_v1,lightgbm,valid_2024,1.0357659319147328,1.7605973461591857,0.5672036801427325,0.7365321098251087,23818357,43494528.0,1.8260928392410278,0.4548234372337269,28
lgbm_v1,lightgbm,test_2025,0.9484136990870937,1.6124861847251648,0.6001028567458612,0.7157179566632,22977771,36314496.0,1.5804184675216675,0.48529354740283553,28
